idx,t,x1,x2,x3,u1,u2,u3,u4
14,0.08626067877237723,1.0000021390871487,7.438248982337921e-5,1.0008604634287743,-7.480553427599135e-9,-5.424718262137837e-9,0.010000008479164145,-9.215067556945617e-9
15,0.09588553487882245,1.0000029378157091,9.189752825530898e-5,1.0009559139041464,-6.415786041829685e-9,-3.4616172637913733e-9,0.010000007826039358,-8.879447544525541e-9
16,0.10519167233343459,1.000003878655291,0.00011058741794080285,1.0010480324348827,-7.311496334897468e-9,-5.145870702167561e-9,0.010000008387604937,-9.165992720480853e-9
17,0.11402628418248364,1.0000049399329003,0.00012992620406999616,1.0011353175259512,-5.967641726951968e-9,-2.7002955269894203e-9,0.010000007574850927,-8.746422455517861e-9
18,0.12224430566039815,1.0000060863935836,0.0001493086627215362,1.0012163487724541,-6.917681369239767e-9,-4.464880291106767e-9,0.010000008162207502,-9.047522781551822e-9
19,0.12971079588370268,1.0000072706032737,0.00016808279874578228,1.001289829477938,-4.990856252782168e-9,-9.939491462748974e-10,0.010000007009382961,-8.450339262688904e-9
20,0.13630315294618614,1.000008435862242,0.00018557865824646769,1.0013545849056447,-6.110729043614477e-9,-3.0476247856281845e-9,0.010000007692134716,-8.801929815454572e-9
21,0.14191312530836447,1.0000095203285784,0.00020114691043740063,1.001409600340355,-2.742560648556538e-9,2.976079938778822e-9,0.010000005692022399,-7.763378034493401e-9
22,0.14644858352735027,1.0000104620455181,0.00021418885663649766,1.0014540101651206,-4.2372346947322795e-9,2.673319270304115e-10,0.010000006591888152,-8.228628596272037e-9
23,0.14983500749353795,1.0000112042525475,0.0002241930757277928,1.0014871332105069,4.728406192340637e-9,1.623433937831084e-8,0.010000001290965678,-5.472380306753306e-9
24,0.15201652267265678,1.0000117004790936,0.00023075727274588867,1.0015084487833292,2.9140995569060558e-8,5.994170046235687e-8,0.009999986787376597,2.0583255120726804e-9
25,0.15295028839467825,1.0000119172704482,0.00023359690290798477,1.001517574490543,2.9140995569060558e-8,5.994170046235687e-8,0.009999986787376597,2.0583255120726804e-9
26,0.15295028839467828,1.0000119172704482,0.00023359690290798477,1.001517574490543,2.9140995569060558e-8,5.994170046235687e-8,0.009999986787376597,2.0583255120726804e-9
27,0.15367655062291719,1.0000120877285092,0.0002358167246108613,1.0015246663961022,6.898725506724614e-9,1.9584944555116973e-8,0.010000000169663383,-4.864570299651237e-9
28,0.1553732846511207,1.0000124922729263,0.00024104348644291056,1.001541228584049,8.801925789015425e-9,2.416666129687859e-8,0.009999998674959812,-4.1442295869694e-9
29,0.15800716995815559,1.0000131379575157,0.0002492699808808828,1.0015669207779898,-2.552013849771607e-9,3.0808941882491696e-9,0.01000000565522695,-7.732379155932356e-9
30,0.1615347485729223,1.0000140370168515,0.00026050273730955295,1.0016012961403122,-6.870319063752055e-10,6.742656899167528e-9,0.010000004448243064,-7.120651864813175e-9
31,0.16589806041017213,1.0000152045889799,0.0002747369972316886,1.001643759864753,-4.965720776152435e-9,-1.16601810302094e-9,0.010000007066444879,-8.468555302710525e-9
32,0.17102544923654817,1.0000166571654376,0.0002919445362400891,1.0016935788559196,-3.542186605869588e-9,1.5243106649361008e-9,0.010000006178148658,-8.013629380168766e-9
33,0.17683271941022946,1.0000184106534766,0.0003120604361085618,1.001749895165653,-5.9995108630907035e-9,-3.0000637759292994e-9,0.010000007675737829,-8.785643486457279e-9
34,0.18322451389305183,1.0000204780669315,0.00033496985948438835,1.0018117421610024,-4.775128393611282e-9,-7.430521867915374e-10,0.010000006929683863,-8.400907967717797e-9
35,0.19009587866453445,1.0000228669334341,0.00036049568253813615,1.0018780626920327,-6.498506541123841e-9,-3.898838974349173e-9,0.010000007974127543,-8.940282413122607e-9
36,0.19733398557367723,1.0000255765637411,0.0003883884064834084,1.0019477291356136,-5.3303789071440235e-9,-1.7890432396716654e-9,0.01000000727596145,-8.578211250157622e-9
37,0.20481998476757907,1.0000285953832688,0.00041831908691423325,1.0020195645186438,-6.7057909545352205e-9,-4.28915918462007e-9,0.01000000810340673,-9.006498508991389e-9
38,0.21243095610371981,1.0000318985686754,0.00044987642013157324,1.0020923644853654,-5.4848935009821785e-9,-2.122444629340676e-9,0.010000007385537867,-8.632445376295026e-9
39,0.22004192743986056,1.0000354462546162,0.00048256827683673865,1.0021649191997222,-6.6990831222854295e-9,-4.3092019969668625e-9,0.010000008109445789,-9.008159748188083e-9
40,0.2275279266337624,1.0000391825695325,0.0005158282921628234,1.0022360349227082,-5.303826085060785e-9,-1.86985927483956e-9,0.010000007300227357,-8.584854554641585e-9
41,0.23476603354290518,1.000043035722005,0.0005490271675594278,1.0023045543613762,-6.477647453619803e-9,-3.961136764393802e-9,0.010000007992903287,-8.945447358630833e-9
42,0.2416373983143878,1.0000469192888783,0.0005814886723370183,1.0023693756582077,-4.7168688384629726e-9,-9.204153314583538e-10,0.010000006982955655,-8.415488105566758e-9
43,0.24802919279721017,1.0000507347607903,0.00061250934533949,1.0024294692565034,-5.961890327833307e-9,-3.1123198435824514e-9,0.010000007709586494,-8.794955278002903e-9
44,0.25383646297089146,1.0000543752849826,0.000641381351994151,1.002483892779249,-3.437585633246144e-9,1.2056120752437653e-9,0.010000006273907387,-8.039824245426322e-9
45,0.2589638517972675,1.0000577304262293,0.0006674169829803692,1.0025318033675845,-4.905056325331394e-9,-1.346785217659291e-9,0.010000007120985631,-8.483561823442531e-9
46,0.2633271636345173,1.0000606916521626,0.0006899739603584397,1.0025724679489827,-4.929354451545254e-10,6.149951110966269e-9,0.010000004626373153,-7.16933374574317e-9
47,0.26685474224928407,1.000063158159161,0.0007084797571652227,1.0026052710272044,-2.4512939222053146e-9,2.781411569025168e-9,0.010000005745651802,-7.757268783816555e-9
48,0.2694886275563189,1.0000650425875266,0.000722454097659818,1.0026297206822834,9.292265811209371e-9,2.2658356742173075e-8,0.00999999912833207,-4.267850566905657e-9
49,0.27118536158452244,1.0000662760895107,0.0007315272165635022,1.0026454513166339,4.117751718189662e-8,7.732393989473513e-8,0.009999980977192778,5.278958400235397e-9
50,0.27191162381276135,1.000066808785812,0.0007354278443367605,1.0026521798764414,4.117751718189662e-8,7.732393989473513e-8,0.009999980977192778,5.278958400235397e-9
51,0.27191162381276135,1.000066808785812,0.0007354278443367605,1.0026521798764414,4.117751718189662e-8,7.732393989473513e-8,0.009999980977192778,5.278958400235397e-9
52,0.2727416377878915,1.000067421055491,0.0007398981588898179,1.0026598661580335,5.095908552544797e-9,1.498937417548495e-8,0.010000001646054532,-5.57511524313661e-9
53,0.2746807623915527,1.000068865974655,0.0007503937859550504,1.0026778087423571,6.710426958063086e-9,1.9077224701327572e-8,0.01000000037581225,-4.95363468445118e-9
54,0.27769091702816395,1.0000711494700891,0.0007668301050573765,1.0027056208341032,-3.3495248105650003e-9,1.055607816597175e-9,0.010000006307916158,-8.046204474383562e-9
55,0.2817224354450402,1.0000742857794809,0.0007891169338595913,1.002742791453062,-1.710825577850691e-9,4.216683960773668e-9,0.010000005282312988,-7.518888737903479e-9
56,0.2867090775447543,1.0000782904366938,0.0008171166490022836,1.002788642514443,-5.504195142483978e-9,-2.5352897229382095e-9,0.010000007507260301,-8.680571321850964e-9
57,0.2925689504891841,1.0000831765074807,0.0008506303807047284,1.0028423419078782,-4.2462063168096766e-9,-2.2944001534780337e-10,0.01000000675253414,-8.288505264267282e-9
58,0.299205830687677,1.0000889501729366,0.000889383698878885,1.0029029210566658,-6.4259386765228815e-9,-4.088595386904103e-9,0.0100000080251013,-8.953824780444637e-9
59,0.3065107386680454,1.0000956057710981,0.0009330128546248948,1.0029692957368197,-5.340019261279266e-9,-2.1634605739637223e-9,0.010000007391277337,-8.622299069121257e-9
60,0.3143637269783113,1.0001031205678708,0.0009810526331067667,1.003040289114619,-6.8698616944683564e-9,-4.852007040465278e-9,0.010000008278717205,-9.087098599155365e-9
61,0.3226358491601887,1.0001114496150825,0.0010329275459366298,1.0031146566958504,-5.830811499506303e-9,-3.0596003531043817e-9,0.010000007685598045,-8.775135331710388e-9
62,0.33119127681036226,1.0001205211201214,0.0010879472696920956,1.0031911120573733,-7.053020376867522e-9,-5.186226173557632e-9,0.01000000838860504,-9.144178831598213e-9
63,0.33988952976595166,1.0001302327904018,0.00114530765393578,1.0032683529230344,-5.964334370553881e-9,-3.3517309818734497e-9,0.01000000777874241,-8.82191367477812e-9
64,0.34858778272154106,1.0001404496164017,0.001204097604941074,1.0033450863678832,-7.044684320462446e-9,-5.208298172274421e-9,0.010000008393746155,-9.145632763917027e-9
65,0.3571432103717146,1.000151003509115,0.0012633124537742434,1.0034200527441457,-5.797902509467571e-9,-3.148902111875687e-9,0.010000007706247505,-8.78094789008468e-9
66,0.36541533255359204,1.0001616951110293,0.0013218732952353773,1.003492047220077,-6.843938377695629e-9,-4.920607156483208e-9,0.010000008294701428,-9.091619002995986e-9
67,0.3732683208638579,1.000172297953981,0.0013786521016907441,1.0035599387874994,-5.2678188023351356e-9,-2.3594667539917624e-9,0.010000007436610673,-8.635055887869446e-9
68,0.38057322884422634,1.000182564957164,0.001432501286651092,1.0036226859301827,-6.3791806174332765e-9,-4.212190025476635e-9,0.010000008053918256,-8.961974539324895e-9
69,0.38721010904271924,1.0001922370543668,0.001482286861028558,1.0036793492550378,-4.116596312181103e-9,-5.817199605748344e-10,0.010000006834024924,-8.311424097461371e-9
70,0.39306998198714904,1.00020105353813,0.0015269232583574638,1.003729100662782,-5.428785034665769e-9,-2.734269556024109e-9,0.01000000755369529,-8.693705250092376e-9
71,0.3980566240868631,1.000208763523239,0.001565408636492,1.0037712298548258,-1.4704093946843762e-9,3.5611742839599908e-9,0.010000005433903501,-7.561481520449458e-9
72,0.40208814250373937,1.0002151377915058,0.0015968584473653854,1.0038051480203256,-3.224289695854797e-9,7.260795834316273e-10,0.010000006384906838,-8.067988847616701e-9
73,0.4050982971403506,1.000219980177099,0.0016205360775472491,1.003830389802514,7.317474036949065e-9,1.740565991124606e-8,0.010000000761669263,-5.061802438569826e-9
74,0.4070374217440118,1.0002231374617392,0.001635877403780193,1.0038466123192213,3.598178300102876e-8,6.31470311958231e-8,0.009999985380111612,3.1510288200682008e-9
75,0.40786743571914197,1.0002244979958177,0.0016424652070583443,1.0038535470084335,3.598178300102876e-8,6.31470311958231e-8,0.009999985380111612,3.1510288200682008e-9
76,0.40786743571914197,1.0002244979958177,0.0016424652070583443,1.0038535470084335,3.598178300102876e-8,6.31470311958231e-8,0.009999985380111612,3.1510288200682008e-9
77,0.40859369794738093,1.0002256929526465,0.0016482399142715928,1.0038596103335509,7.706661447499424e-9,1.7396514494715907e-8,0.010000000706369987,-5.014990686715268e-9
78,0.41029043197558446,1.0002285010474614,0.0016617689028466606,1.0038737593701437,9.59150944662036e-9,2.1835245411609164e-8,0.009999999352084768,-4.330674916869357e-9
79,0.4129243172826193,1.000232905723824,0.001682875083113745,1.0038956774774699,-2.1994625693225654e-9,2.1190187053939124e-9,0.010000005894341964,-7.799301482137592e-9
80,0.41645189589738607,1.0002388923407892,0.00171134213755481,1.0039249447033174,-2.7991175044160506e-10,5.5703293287035224e-9,0.010000004771692895,-7.210194260277262e-9
81,0.4208152077346359,1.0002464368404658,0.0017468688132993887,1.0039610054681567,-4.726437698765113e-9,-1.8174227475650578e-9,0.010000007227500479,-8.51365785889447e-9
82,0.4259425965610119,1.0002555016803023,0.0017890615844838196,1.0040031807838765,-3.2519389743804024e-9,7.028878118583407e-10,0.010000006396779147,-8.074384900492482e-9
83,0.4317498667346932,1.0002660313858882,0.0018374281793046804,1.0040506842184387,-5.807280807526705e-9,-3.5198319746252686e-9,0.010000007802389162,-8.821166824924787e-9
84,0.4381416612175156,1.0002779478537787,0.001891372314064008,1.0041026404750502,-4.5339593008449465e-9,-1.4141118600356678e-9,0.01000000710216783,-8.449017691632645e-9
85,0.44501302598899817,1.0002911457531571,0.0019501902884139241,1.0041581055860715,-6.327694263046552e-9,-4.356158837237862e-9,0.01000000808331938,-8.970975103297041e-9
86,0.45225113289814095,1.0003054884359435,0.0020130706150838693,1.0042160883354398,-5.1089757690899605e-9,-2.3943307634426844e-9,0.010000007426099718,-8.620246620301351e-9
87,0.4597371320920428,1.000320804789947,0.0020790972295236044,1.0042755718743424,-6.542263381886226e-9,-4.721806675121363e-9,0.010000008204289234,-9.034926753583363e-9
88,0.46734810342818356,1.0003368874628333,0.00214725713699875,1.004335535109039,-5.265062495087884e-9,-2.712639268639201e-9,0.010000007526810375,-8.672147625758383e-9
89,0.4749590747643243,1.000353492842121,0.0022164525767841615,1.004394972829883,-6.532221473335509e-9,-4.745030971320682e-9,0.010000008208571033,-9.036166031910514e-9
90,0.48244507395822617,1.0003703430950093,0.0022855180254284803,1.0044529142749028,-5.069350368558122e-9,-2.4881927260994516e-9,0.0100000074432519,-8.62519399161337e-9
91,0.48968318086736895,1.0003871304544014,0.0023532415099210596,1.0045084392607138,-6.2964663045789356e-9,-4.428347115672092e-9,0.010000008096632346,-8.974828249834243e-9
92,0.49655454563885154,1.0004035237879148,0.0024183899709605966,1.0045606918622776,-4.447027818733018e-9,-1.6201487634924985e-9,0.0100000071398187,-8.459875224699106e-9
93,0.5029463401216739,1.000419177317922,0.00247973756383607,1.0046088910686295,-5.750955043203678e-9,-3.649913473601855e-9,0.010000007826392066,-8.828114041942537e-9
94,0.5087536102953553,1.0004337411830349,0.0025360961780789147,1.0046523387998716,-3.095897438743506e-9,3.3253372883091065e-10,0.01000000646444366,-8.093889622479607e-9
95,0.5138809991217312,1.0004468733650729,0.0025863466484495434,1.0046904250350004,-4.635596263540392e-9,-2.02689208008795e-9,0.010000007266183658,-8.52485496611786e-9
96,0.518244310958981,1.0004582523612382,0.0026294697262225558,1.004722630844523,9.498437796265922e-12,4.881146431866451e-9,0.010000004897504225,-7.246434457952427e-9
97,0.5217718895737478,1.000467589877397,0.002664575093446565,1.0047485292695377,-2.0485920454241577e-9,1.77202863944847e-9,0.010000005958497598,-7.817876622415162e-9
98,0.5244057748807827,1.0004746427407492,0.0026909274836100622,1.004767785080066,1.0322066442790949e-8,2.0078276671994308e-8,0.009999999671865243,-4.4226346171050035e-9
99,0.5261025089089862,1.000479222977867,0.00270796714283739,1.0047801524818327,4.3993247791541633e-8,7.018863643833362e-8,0.009999982497790307,4.84678274836209e-9
100,0.5268287711372251,1.000481192325535,0.002715275964214388,1.004785437297743,4.3993247791541633e-8,7.018863643833362e-8,0.009999982497790307,4.84678274836209e-9
101,0.5268287711372253,1.000481192325535,0.002715275964214388,1.004785437297743,4.3993247791541633e-8,7.018863643833362e-8,0.009999982497790307,4.84678274836209e-9
102,0.5273936417591888,1.0004827277122186,0.002720966899045656,1.0047895440061678,1.33522554306361e-8,2.390727917397171e-8,0.009999998282380561,-3.657673375714229e-9
103,0.5287133237811249,1.0004863273070932,0.002734283874469818,1.0047991257269433,1.590161253441606e-8,2.918059685696756e-8,0.009999996647327527,-2.807474588555258e-9
104,0.5307619012421521,1.000491949922476,0.0027550157589676704,1.004813964633992,2.901617713040785e-10,4.992016364841214e-9,0.010000004825555879,-7.2005730783396774e-9
105,0.5335055734980817,1.0004995469995615,0.0027828955104141112,1.0048337714478925,2.8422440569276475e-9,9.194044843377397e-9,0.010000003432619291,-6.4574522054011e-9
106,0.5368992604826093,1.000509050039507,0.0028175597046642374,1.0048581640776633,-3.0435031388841842e-9,1.235577683810975e-10,0.010000006505015334,-8.109002209543021e-9
107,0.5408872295697906,1.000520368017894,0.00285854703925061,1.004886676553487,-1.0883820641558538e-9,3.208159458833378e-9,0.010000005468529046,-7.553232476110264e-9
108,0.5454039952604317,1.0005333848562448,0.0029052984701405187,1.00491877050265,-4.4701533727636404e-9,-1.9794530869998905e-9,0.010000007228313255,-8.49978969911767e-9
109,0.5503753909692936,1.0005479569789273,0.0029571587999053157,1.004953848395867,-2.7846264762982888e-9,6.067893155322475e-10,0.010000006351421674,-8.028022549167377e-9
110,0.5557197857915578,1.0005639112206073,0.0030133799199370077,1.0049912677540012,-5.157776621738626e-9,-3.0104080612137736e-9,0.010000007580976446,-8.68994134667048e-9
111,0.5613494244986689,1.0005810433841356,0.0030731263362457867,1.005030356073745,-3.546747389074191e-9,-5.938249329706255e-10,0.010000006755480201,-8.24462748286517e-9
112,0.5671718683161481,1.000599117746216,0.0031354831336592006,1.005070425665437,-5.442202632011796e-9,-3.458476769934817e-9,0.010000007731884161,-8.77084003866718e-9
113,0.573091512688702,1.0006178677807884,0.0031994668210201965,1.0051107881827626,-3.755890781738528e-9,-9.772510583858783e-10,0.010000006878822151,-8.309619551694643e-9
114,0.5790111570612558,1.000636998318824,0.003264038932653231,1.005150768077874,-5.4306839070298574e-9,-3.4820560425366697e-9,0.010000007735476598,-8.771896647030164e-9
115,0.584833600878735,1.0006561892891006,0.003328122519874265,1.0051897148841427,-3.501246930338694e-9,-6.888378635349058e-10,0.010000006769835845,-8.24884027207039e-9
116,0.5904632395858461,1.000675101091343,0.0033906210538675063,1.0052270136957975,-5.121956930163804e-9,-3.083707856213077e-9,0.010000007592146327,-8.693226632377057e-9
117,0.5958076344081104,1.0006933815450743,0.0034504395485140562,1.0052620939696857,-2.684806136400683e-9,3.98224674753169e-10,0.010000006382929845,-8.03726757191165e-9
118,0.6007790301169722,1.000710674243448,0.003506507091179278,1.0052944362154863,-4.405548327832982e-9,-2.111565513776572e-9,0.010000007248453428,-8.505713407987433e-9
119,0.6052957958076133,1.0007266280278682,0.0035578003436495947,1.0053235769790498,-9.092009579438734e-10,2.8332865883614997e-9,0.010000005525140385,-7.569838889326238e-9
120,0.6092837648947946,1.0007409071981472,0.003603366965792577,1.0053491118730835,-2.9393154519730825e-9,-8.924711629004928e-11,0.010000006537477147,-8.118550577189145e-9
121,0.6126774518793222,1.000753201989879,0.0036423484255746876,1.0053706973314496,3.174603827760232e-9,8.496665250625046e-9,0.010000003537830381,-6.488300907218283e-9
122,0.6154211241352519,1.0007632387943253,0.0036740010323629735,1.0053880509211128,4.631847692762631e-10,4.639341704775045e-9,0.010000004879406504,-7.216415540016814e-9
123,0.617469701596279,1.0007707895479376,0.003697714653054663,1.0054009510582842,1.674057174915545e-8,2.7405431706703766e-8,0.00999999691423485,-2.885649169930802e-9
124,0.6187893836182151,1.0007756794561045,0.0037130269790158943,1.0054092353030915,6.091337484208158e-8,8.997312279549172e-8,0.00999997513096907,8.944916318918673e-9
125,0.6193542542401786,1.0007777786892538,0.003719589867196087,1.0054127750611734,6.091337484208158e-8,8.997312279549172e-8,0.00999997513096907,8.944916318918673e-9
126,0.6193542542401786,1.0007777786892538,0.003719589867196087,1.0054127750611734,6.091337484208158e-8,8.997312279549172e-8,0.00999997513096907,8.944916318918673e-9
127,0.6199998206652799,1.0007801823542857,0.0037270966505267024,1.0054168159200136,1.0945584301495009e-8,1.86509256498044e-8,0.00999999989261334,-4.493473251731285e-9
128,0.6215080286903497,1.000785816831919,0.0037446608021775222,1.005426237415081,1.3136704206143734e-8,2.3254745338334476e-8,0.009999998488008473,-3.756763811793163e-9
129,0.6238492600743807,1.0007946159347356,0.0037719992057210026,1.005440809816979,-7.735604345560751e-10,2.6723383522514386e-9,0.010000005536959095,-7.569627415835472e-9
130,0.6269848855097289,1.00080650109252,0.0038087527650045717,1.005460225734868,1.485093047974331e-9,6.269103333655954e-9,0.010000004337319766,-6.924906716886576e-9
131,0.6308633849206177,1.0008213618458115,0.0038544335181440155,1.005484080853948,-3.761902712737156e-9,-1.443955064462044e-9,0.010000006985574447,-8.3583443618251e-9
132,0.6354210638773963,1.0008390520235266,0.003908423311374918,1.0055118850314066,-2.0234425322494686e-9,1.1849964498731234e-9,0.010000006092523892,-7.876067271567283e-9
133,0.6405830818095575,1.0008593860559,0.003969974753521219,1.0055430762030235,-5.039516848598421e-9,-3.2238227170349457e-9,0.010000007609401404,-8.69762153355713e-9
134,0.6462646769053996,1.0008821354554,0.004038214138174867,1.0055770362613696,-3.536340263963099e-9,-1.025978026032224e-9,0.010000006853640199,-8.288184210173877e-9
135,0.652372556702273,1.0009070258656416,0.0041121465898889325,1.0056131078464694,-5.65418411573507e-9,-4.097878708924888e-9,0.010000007913512599,-8.862696028022886e-9
136,0.6588064295103999,1.0009337351291026,0.004190664168159214,1.005650611693831,-4.2140402430791644e-9,-2.0490859643878856e-9,0.01000000720186699,-8.47617153282687e-9
137,0.6654606510160904,1.0009618928177189,0.004272557122915605,1.005688863487783,-5.90701918331034e-9,-4.479585837029808e-9,0.010000008043574087,-8.932907930233892e-9
138,0.6722259588704378,1.0009910816256649,0.004356528780159549,1.0057271898987667,-4.39655626448606e-9,-2.380233906216794e-9,0.010000007307989727,-8.532531785059706e-9
139,0.6789912667247852,1.0010208409433823,0.004441213894630254,1.0057649428408262,-5.894043685345903e-9,-4.5030125961830435e-9,0.010000008046535372,-8.93379025016434e-9
140,0.6856454882304757,1.0010506728177844,0.004525200548222487,1.0058015118141008,-4.162891543374158e-9,-2.143678781836e-9,0.010000007213691629,-8.479687289647327e-9
141,0.6920793610386026,1.0010800503619848,0.0046070549932315024,1.0058363335936038,-5.613833316824199e-9,-4.170701820356613e-9,0.010000007922720214,-8.865439419936331e-9
142,0.698187240835476,1.001108428515377,0.004685349113120077,1.005868899454306,-3.42413596311127e-9,-1.2336364274327407e-9,0.010000006879593118,-8.295899461424055e-9
143,0.7038688359313181,1.0011352568847272,0.004758689505503654,1.005898759502486,-4.966735446130602e-9,-3.3550661925867793e-9,0.010000007626004021,-8.702568228121234e-9
144,0.7090308538634793,1.0011599942292708,0.004825747565873387,1.0059255246965206,-1.822059852152596e-9,8.116915949955509e-10,0.010000006139153063,-7.889925380339901e-9
145,0.7135885328202579,1.0011821240046483,0.0048852893197293724,1.0059488664169485,-3.6445174263357525e-9,-1.6553331225107766e-9,0.010000007012335964,-8.366318151806374e-9
146,0.7174670322311467,1.0012011702602193,0.004936204274991751,1.0059685145320776,1.8585233259879117e-9,5.574399844867934e-9,0.010000004423974017,-6.950648454843957e-9
147,0.7206026576664949,1.001216713103523,0.004977531940903982,1.005984253957701,-5.785845673021088e-10,2.3221119940387237e-9,0.010000005581357961,-7.582858330856866e-9
148,0.7229438890505259,1.0012284028759932,0.005008485275047284,1.0059959208737868,1.4078988144987916e-8,2.1483924603241484e-8,0.009999998707858967,-3.822004972219569e-9
149,0.7244520970755957,1.001235971778881,0.005028468492224629,1.0060033979779814,5.371758093338715e-8,7.436221880737368e-8,0.009999979903677,6.453712810231317e-9
150,0.7250976635006969,1.0012392207531886,0.005037032383940766,1.0060065892097048,5.371758093338715e-8,7.436221880737368e-8,0.009999979903677,6.453712810231317e-9
151,0.7250976635006969,1.0012392207531886,0.005037032383940766,1.0060065892097048,5.371758093338715e-8,7.436221880737368e-8,0.009999979903677,6.453712810231317e-9
152,0.7259276774758271,1.0012434061330506,0.005048052198495858,1.0060106840374239,6.828166131544078e-9,1.1351244743703633e-8,0.01000000224608775,-5.7493799088778055e-9
153,0.7278668020794883,1.0012532199264166,0.005073837206580519,1.0060202147820716,8.432366486258401e-9,1.5011606903265988e-8,0.010000001171349587,-5.1813479211738735e-9
154,0.7308769567160995,1.0012685533369852,0.0051139744519750965,1.0060349099489785,-2.5927677806286357e-9,-5.493178256830943e-10,0.010000006576462911,-8.124110130203283e-9
155,0.7349084751329759,1.0012892791210373,0.005167940472422714,1.0060544007624692,-8.279514494904191e-10,2.2023584435281324e-9,0.010000005657230412,-7.626685843393304e-9
156,0.7398951172326899,1.0013152168971955,0.005235023119635299,1.0060782060668643,-4.9907343688632065e-9,-3.6208298265633876e-9,0.010000007687845274,-8.732987376516717e-9
157,0.7457549901771197,1.0013461255539615,0.005314318935180725,1.0061057492658223,-3.6189795183876262e-9,-1.626898118451675e-9,0.01000000700342417,-8.360872466247602e-9
158,0.7523918703756126,1.001381695734637,0.005404733933972593,1.0061363790041418,-6.013875750859301e-9,-4.951618807441482e-9,0.01000000816644846,-8.99490664316519e-9
159,0.759696778355981,1.0014215425205237,0.005504987315039621,1.0061693923635646,-4.820486491613456e-9,-3.2944125365763513e-9,0.010000007587185463,-8.678983168879845e-9
160,0.7675497666662469,1.0014651990836365,0.005613618666804713,1.0062040590249826,-6.504248838433813e-9,-5.60743615553323e-9,0.01000000839975263,-9.122341298774702e-9
161,0.7758218888481243,1.0015121121756947,0.005728999684066775,1.0062396455765954,-5.355294014796079e-9,-4.070081248931174e-9,0.010000007854233328,-8.824082303684105e-9
162,0.7843773164982978,1.0015616403105447,0.005849350819476288,1.0062754384050077,-6.703593405700003e-9,-5.896597298697004e-9,0.010000008499504217,-9.176537731008874e-9
163,0.7930755694538872,1.0016130554151086,0.0059727634425990024,1.006310764414974,-5.493539475302782e-9,-4.327797136939557e-9,0.01000000793553851,-8.867566271719358e-9
164,0.8017738224094767,1.0016655485731651,0.006097227340624676,1.0063450082064747,-6.688756145805481e-9,-5.919355818163133e-9,0.010000008501716335,-9.177205136574786e-9
165,0.8103292500596502,1.0017182402701135,0.006220663480152171,1.0063776253080308,-5.2970538613720576e-9,-4.162368453918758e-9,0.010000007863053363,-8.826738130090231e-9
166,0.8186013722415276,1.001770195276967,0.006340961183535439,1.0064081505495086,-6.458106139317346e-9,-5.678176083403497e-9,0.010000008406631082,-9.124416483938558e-9
167,0.8264543605517934,1.0018204420021926,0.006456019013484187,1.006436201774094,-4.6927420069538335e-9,-3.4970393088174516e-9,0.010000007606543966,-8.684811123944818e-9
168,0.8337592685321619,1.0018679958151089,0.006563787957362575,1.0064614785861272,-5.930638352235089e-9,-5.079085854164709e-9,0.010000008178852217,-8.998648592888016e-9
